model,threshold,net_benefit,frac_above,n_above,n_total,n_imp,per_1000_above,split,horizon_y
nfg,0.03,0.01844922729874655,0.3044234823310823,2839.9666666666667,9329.0,30,304.4234823310823,temporal,10.0
nfg,0.05,0.0120696114179351,0.23639546932504377,2205.3333333333335,9329.0,30,236.39546932504376,temporal,10.0
nfg,0.075,0.007266081364890003,0.17950834315932396,1674.6333333333334,9329.0,30,179.50834315932397,temporal,10.0
nfg,0.2,-0.0001456386556844836,0.021227712866688106,198.03333333333333,9329.0,30,21.227712866688105,temporal,10.0
rsf_cr,0.01,0.02597357412908499,0.5864722907063994,5471.2,9329.0,30,586.4722907063993,temporal,10.0
rsf_cr,0.02,0.021660438011524775,0.47032550827169756,4387.666666666667,9329.0,30,470.3255082716976,temporal,10.0
rsf_cr,0.03,0.017726018752125636,0.39637688927001824,3697.8,9329.0,30,396.37688927001824,temporal,10.0
rsf_cr,0.05,0.011631980325846154,0.29377210847893664,2740.6,9329.0,30,293.7721084789366,temporal,10.0
rsf_cr,0.075,0.00630286199325785,0.208582556186801,1945.8666666666666,9329.0,30,208.58255618680099,temporal,10.0
rsf_cr,0.2,-0.00033807335670486084,0.022907063993997213,213.7,9329.0,30,22.907063993997212,temporal,10.0
rsf_naive,0.01,0.026038002710194005,0.5835959552649445,5444.366666666667,9329.0,30,583.5959552649445,temporal,10.0
rsf_naive,0.02,0.021564369853851423,0.4684317718940937,4370.0,9329.0,30,468.4317718940937,temporal,10.0
rsf_naive,0.03,0.01783051856409133,0.39891020831100155,3721.4333333333334,9329.0,30,398.91020831100155,temporal,10.0
rsf_naive,0.05,0.01146652555488395,0.3033515560796084,2829.9666666666667,9329.0,30,303.3515560796084,temporal,10.0
rsf_naive,0.075,0.00599404253378982,0.22638367813627755,2111.9333333333334,9329.0,30,226.38367813627755,temporal,10.0
rsf_naive,0.2,-0.002832027501574549,0.055682995676564116,519.4666666666667,9329.0,30,55.68299567656412,temporal,10.0
treat_all,0.01,0.023192717482467436,1.0,9329.0,9329.0,30,1000.0,temporal,10.0
treat_all,0.02,0.01322529623228853,1.0,9329.0,9329.0,30,1000.0,temporal,10.0
treat_all,0.03,0.0030523611418997523,1.0,9329.0,9329.0,30,1000.0,temporal,10.0
treat_all,0.05,-0.017936010202481305,1.0,9329.0,9329.0,30,1000.0,temporal,10.0
treat_all,0.075,-0.04544779426200782,1.0,9329.0,9329.0,30,1000.0,temporal,10.0
treat_all,0.2,-0.20879901211544655,1.0,9329.0,9329.0,30,1000.0,temporal,10.0
treat_none,0.01,0.0,0.0,0.0,9329.0,30,0.0,temporal,10.0
treat_none,0.02,0.0,0.0,0.0,9329.0,30,0.0,temporal,10.0
treat_none,0.03,0.0,0.0,0.0,9329.0,30,0.0,temporal,10.0
treat_none,0.05,0.0,0.0,0.0,9329.0,30,0.0,temporal,10.0
treat_none,0.075,0.0,0.0,0.0,9329.0,30,0.0,temporal,10.0
treat_none,0.2,0.0,0.0,0.0,9329.0,30,0.0,temporal,10.0
