state,split,contrast,horizon_y,metric,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m,ci_excludes_zero
ensemble,cv,deephit - nfg,10.0,e90_concordant,0.005276191366525988,-0.006943647493608296,0.011421353835612531,-0.004637446071313394,0.01518982880436537,0.005057135193051175,0.06099858167631373,6540.452917305511,30,False
ensemble,cv,deephit - nfg,10.0,auc,0.0012359797954559326,-0.0002935558557510376,0.0028264537453651425,-0.00034550781062096824,0.0028174674015328336,0.0008046888938132299,0.25866129457187526,442.4242225950899,30,False
ensemble,cv,deephit - nfg,10.0,cindex,0.0014123320579528809,-0.00026428252458572383,0.003163288533687591,-0.0003450948400858479,0.0031697589559916096,0.0008933540875860667,0.30170913528616045,327.9826309090243,30,False
ensemble,cv,deephit - nfg,10.0,auc_marginal_ipcw,0.001101223627726237,-0.00044233351945877075,0.0027228876948356606,-0.0004789701220380678,0.0026814173774905416,0.0008046030511345665,0.22157702178994138,597.5300934471948,30,False
ensemble,cv,deephit - nfg,10.0,cindex_marginal_ipcw,0.0011145114898681641,-0.0003807052969932556,0.0027105838060379026,-0.00042484515095859835,0.0026538681306949264,0.0007839385030123811,0.21213065245716797,650.2117514052896,30,False
ensemble,cv,deephit - nfg,10.0,at_risk_fraction,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,10.0,nb_at_0.01,-3.1958396236101785e-05,-0.00025345105677843094,0.00022105951793491817,-0.0002712459488088692,0.00020732915633666564,0.00012179757101277454,0.24059535921133973,509.25467931856565,30,False
ensemble,cv,deephit - nfg,10.0,nb_at_0.02,-7.307336976130804e-05,-0.00036977780982851984,0.00024927784688770754,-0.000388098495767583,0.0002419517562449669,0.0001601084519644812,0.3090798248676492,312.9447595644,30,False
ensemble,cv,deephit - nfg,10.0,nb_at_0.03,7.914546877145767e-05,-0.00036109373904764653,0.0005310813896358013,-0.0003708586302254307,0.000529149567768346,0.00022801907124976896,0.41567761293895866,175.96493289816766,30,False
ensemble,cv,deephit - nfg,10.0,nb_at_0.05,-7.597915828227997e-06,-0.00046329156029969456,0.00048616919666528665,-0.0004907013611742726,0.0004755055295178166,0.0002454640505507455,0.32032170873352894,291.94296190594855,30,False
ensemble,cv,deephit - nfg,10.0,nb_at_0.075,-0.0002104975904027621,-0.0006659277947619558,0.0002972847782075405,-0.0006943597053568521,0.00027336452455132795,0.00024630308028356036,0.2370132836890514,524.30887995502,30,False
ensemble,cv,deephit - nfg,10.0,nb_at_0.2,-6.49585349795719e-05,-0.0005174863312277011,0.00038995170907583086,-0.0005303681589477844,0.0004004510889886406,0.00023528577817125504,0.48160487674744107,132.27347137205666,30,False
ensemble,cv,deephit - nfg,10.0,frac_above_0.01,0.03187286655108134,0.024940669536590576,0.0386543869972229,0.02402386208900071,0.03972187101316197,0.003850190059334686,1.0121087352212486,31.34583542052091,30,True
ensemble,cv,deephit - nfg,10.0,frac_above_0.02,0.037445287903149924,0.03183400630950928,0.0422670841217041,0.0314718022515261,0.04341877355477375,0.0029365708810482,0.9852772366044416,33.14793089716361,30,True
ensemble,cv,deephit - nfg,10.0,frac_above_0.03,0.03607121805349986,0.03045693039894104,0.040501237660646436,0.03016806602130278,0.04197437008569694,0.0029018988585878596,0.985703194125357,33.11897167334976,30,True
ensemble,cv,deephit - nfg,10.0,frac_above_0.05,0.03177943825721741,0.026803731545805932,0.03503356873989105,0.027528262847482707,0.03603061366695211,0.0020988295738172823,0.92706596541769,37.379594174329604,30,True
ensemble,cv,deephit - nfg,10.0,frac_above_0.075,0.025344595313072205,0.021198347210884094,0.02979271151125431,0.021166272590781125,0.029522918035363284,0.002059255071280606,0.951594680402171,35.52015890630036,30,True
ensemble,cv,deephit - nfg,10.0,frac_above_0.2,0.004926841147243977,0.002980891615152359,0.006690803915262222,0.0029345594340910454,0.006919122860396908,0.0009818447209981069,0.9521048559523178,35.482790816670416,30,True
ensemble,cv,deephit - nfg,10.0,nb_all_at_0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,10.0,nb_all_at_0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
