split,model,horizon_y,metric,fmi_single,df_single,m_single,se_single,m_required_von_hippel_single,fmi_ens,df_ens,m_ens,se_ens,m_required_von_hippel_ens
cv,nfg,5.0,frac_above_0.2,0.4915679670983116,127.13117270829994,30,1.1298273474968236e-05,77.0,0.5376702594939481,106.88666564498688,30,2.085824946757353e-06,88.0
cv,nfg,5.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0006354542394474,2.0,4.860149189361204e-05,41148.00014579739,30,0.0006354542394474,2.0
cv,nfg,5.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0006419384490491,2.0,4.860149189361204e-05,41148.00014579739,30,0.0006419384490491,2.0
cv,nfg,5.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0006485563622315,2.0,4.860149189361204e-05,41148.00014579739,30,0.0006485563622315,2.0
cv,nfg,5.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0006622101893576,2.0,4.860149189361204e-05,41148.00014579739,30,0.0006622101893576,2.0
cv,nfg,5.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0006801078130975,2.0,4.860149189361204e-05,41148.00014579739,30,0.0006801078130975,2.0
cv,nfg,5.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0007863746300046,2.0,4.860149189361204e-05,41148.00014579739,30,0.0007863746300046,2.0
cv,nfg,10.0,mean_pred,0.8920761488398055,40.27490235244771,30,0.0006511190211915,175.0,0.4231920793421846,169.95277662452068,30,0.0003303855930286,62.0
cv,nfg,10.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628,2.0,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628,2.0
cv,nfg,10.0,eo,0.2421644829968542,502.8648744873352,30,0.0333567740726375,26.0,0.0381164838799958,13339.170229325104,30,0.0295752715651314,2.0
cv,nfg,10.0,calib_intercept,0.1852132565859248,845.5089957302752,30,0.0389663132335855,16.0,0.0294382732319122,18282.090808139368,30,0.035556751082584,2.0
cv,nfg,10.0,calib_slope,0.1852458213602243,845.2218554554964,30,0.04636584869593,16.0,0.0488561439600685,9334.223977029167,30,0.0478214172822157,3.0
cv,nfg,10.0,ici,0.3456184565350312,251.83873528124084,30,0.000770975807582,45.0,0.0305549802794957,17537.995494109717,30,0.0007748146586116,2.0
cv,nfg,10.0,e50,0.247313268503426,482.7266272364247,30,0.0004238919367636,26.0,0.0393294338972722,12786.399361025484,30,0.0004571602231188,2.0
cv,nfg,10.0,e90,0.3464021281116217,250.73250419622357,30,0.0022637047599663,45.0,0.0583942319195794,7030.284428863023,30,0.0024746129797484,3.0
cv,nfg,10.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628,2.0,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628,2.0
cv,nfg,10.0,eo_concordant,0.2421644829968542,502.8648744873352,30,0.0333567740726375,26.0,0.0381164838799958,13339.170229325104,30,0.0295752715651314,2.0
cv,nfg,10.0,calib_intercept_concordant,0.1852132565859248,845.5089957302752,30,0.0389663132335855,16.0,0.0294382732319122,18282.090808139368,30,0.035556751082584,2.0
cv,nfg,10.0,calib_slope_concordant,0.1852458213602243,845.2218554554964,30,0.04636584869593,16.0,0.0488561439600685,9334.223977029167,30,0.0478214172822157,3.0
cv,nfg,10.0,ici_concordant,0.3456184565350312,251.83873528124084,30,0.000770975807582,45.0,0.0305549802794957,17537.995494109717,30,0.0007748146586116,2.0
cv,nfg,10.0,e50_concordant,0.247313268503426,482.7266272364247,30,0.0004238919367636,26.0,0.0393294338972722,12786.399361025484,30,0.0004571602231188,2.0
cv,nfg,10.0,e90_concordant,0.3464021281116217,250.73250419622357,30,0.0022637047599663,45.0,0.0583942319195794,7030.284428863023,30,0.0024746129797484,3.0
cv,nfg,10.0,auc,0.0317431260523364,16783.7189612592,30,0.0056118385986194,2.0,0.0209773505001291,25075.11511380585,30,0.0055911426243694,2.0
cv,nfg,10.0,cindex,0.0374388250155613,13661.19446892119,30,0.0057680429852782,2.0,0.0188387134714205,27093.371706254507,30,0.0057398637897854,2.0
cv,nfg,10.0,auc_marginal_ipcw,0.030452210659155,17605.03436931862,30,0.0057054079396094,2.0,0.0194329250670484,26522.801656673277,30,0.0056811309514333,2.0
cv,nfg,10.0,cindex_marginal_ipcw,0.0278890859790703,19372.47118662877,30,0.0055515950565153,2.0,0.0176591949172772,28244.672015430944,30,0.0055309743031312,2.0
cv,nfg,10.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023999912885427,2.0,4.860149189361204e-05,41148.00014579739,30,0.0023999912885427,2.0
cv,nfg,10.0,nb_at_0.01,0.0031546912649972,40468.25593512646,30,0.0010948140937215,2.0,0.0020823929740594,40825.30361280795,30,0.0010960677195628,2.0
cv,nfg,10.0,nb_at_0.02,0.0090442016622135,36617.14296052248,30,0.0010642874200107,2.0,0.0046187683126337,39787.13706007802,30,0.0010689483956362,2.0
cv,nfg,10.0,nb_at_0.03,0.0134234629939317,32479.97563097813,30,0.001032934616003,2.0,0.0149426532451047,30957.322230584203,30,0.001045345224862,2.0
cv,nfg,10.0,nb_at_0.05,0.029667793697004,18126.32393922159,30,0.0009716002130888,2.0,0.0182175613153165,27696.816318696398,30,0.0009817964454518,2.0
cv,nfg,10.0,nb_at_0.075,0.0238874722699833,22509.769181069463,30,0.0008889798647749,2.0,0.0164141331361722,29480.940292029605,30,0.0009041038013593,2.0
cv,nfg,10.0,nb_at_0.2,0.2395050633485255,513.7670219438426,30,0.0003937111671879,25.0,0.1165379189023711,2049.216274332128,30,0.0003727591156926,8.0
cv,nfg,10.0,frac_above_0.01,0.9135029307783832,38.46545658418332,30,0.0067247629592279,180.0,0.5425147585169009,105.04905579195668,30,0.0036342487642172,89.0
