part,model,split,imp,rep,fold,secs,status,seed_used,mean_risk10,n_epochs
deephit__temporal__imp16,deephit,temporal,16,-1,-1,20.2,fitted,20276903,0.042181281989469535,21
nfg__cvr2f1__imp24,nfg,cv,24,2,1,465.5,fitted,20285104,0.03721808320087916,199
deephit__temporal__imp10,deephit,temporal,10,-1,-1,41.1,fitted,20270903,0.036706570326235234,23
nfg__cvr0f3__imp25,nfg,cv,25,0,3,430.6,fitted,20285906,0.039717595427822314,199
deephit__temporal__imp13,deephit,temporal,13,-1,-1,36.8,fitted,20273903,0.04332334249352005,22
deephit__cvr1f0__imp30,deephit,cv,30,1,0,136.4,fitted,20291003,0.03909679820671243,29
nfg__cvr2f2__imp24,nfg,cv,24,2,2,471.8,fitted,20285105,0.03693170991105255,199
deephit__temporal__imp17,deephit,temporal,17,-1,-1,26.7,fitted,20277903,0.04311832906339944,16
deephit__temporal__imp15,deephit,temporal,15,-1,-1,34.4,fitted,20275903,0.048324532871647674,21
deephit__temporal__imp19,deephit,temporal,19,-1,-1,21.2,fitted,20279903,0.04394230746962085,16
deephit__temporal__imp20,deephit,temporal,20,-1,-1,17.3,fitted,20280903,0.047240093609788904,16
deephit__temporal__imp12,deephit,temporal,12,-1,-1,45.2,fitted,20272903,0.045371972088690794,22
nfg__cvr1f4__imp24,nfg,cv,24,1,4,484.0,fitted,20285007,0.0354566229420134,199
deephit__temporal__imp18,deephit,temporal,18,-1,-1,33.9,fitted,20278903,0.04649635103328322,23
deephit__temporal__imp23,deephit,temporal,23,-1,-1,23.4,fitted,20283903,0.04641055933844121,16
deephit__temporal__imp21,deephit,temporal,21,-1,-1,29.1,fitted,20281903,0.051482882680034245,16
nfg__cvr1f1__imp25,nfg,cv,25,1,1,444.0,fitted,20286004,0.04094693070781077,199
deephit__temporal__imp25,deephit,temporal,25,-1,-1,24.2,fitted,20285903,0.046961903041052584,19
nfg__cvr2f3__imp24,nfg,cv,24,2,3,492.2,fitted,20285106,0.039250254102949446,199
deephit__temporal__imp26,deephit,temporal,26,-1,-1,22.9,fitted,20286903,0.044289827091070766,18
deephit__temporal__imp22,deephit,temporal,22,-1,-1,34.8,fitted,20282903,0.04585335351349513,17
deephit__temporal__imp24,deephit,temporal,24,-1,-1,29.9,fitted,20284903,0.04228119598453889,26
deephit__temporal__imp27,deephit,temporal,27,-1,-1,25.1,fitted,20287903,0.04252782913404062,19
nfg__cvr1f0__imp26,nfg,cv,26,1,0,377.6,fitted,20287003,0.033880891385946715,149
deephit__temporal__imp29,deephit,temporal,29,-1,-1,20.8,fitted,20289903,0.04639442549755464,15
nfg__cvr0f4__imp24,nfg,cv,24,0,4,536.2,fitted,20284907,0.03521233847276871,199
nfg__cvr0f0__imp25,nfg,cv,25,0,0,472.1,fitted,20285903,0.0361136699795523,199
deephit__temporal__imp28,deephit,temporal,28,-1,-1,29.1,fitted,20288903,0.049889378083856406,21
deephit__temporal__imp30,deephit,temporal,30,-1,-1,23.1,fitted,20290903,0.04586010612711282,21
nfg__cvr1f2__imp25,nfg,cv,25,1,2,456.5,fitted,20286005,0.0356422500381924,199
nfg__cvr2f1__imp25,nfg,cv,25,2,1,437.6,fitted,20286104,0.03739525536056401,199
nfg__cvr0f4__imp25,nfg,cv,25,0,4,470.3,fitted,20285907,0.0382331891937422,199
nfg__temporal__imp19,nfg,temporal,19,-1,-1,65.0,fitted,20279903,0.035983310891885764,64
nfg__temporal__imp4,nfg,temporal,4,-1,-1,125.1,fitted,20264903,0.039019094160576924,121
nfg__cvr2f2__imp25,nfg,cv,25,2,2,447.2,fitted,20286105,0.03407525837491352,199
nfg__cvr2f3__imp25,nfg,cv,25,2,3,448.6,fitted,20286106,0.038096312820988465,199
nfg__cvr2f0__imp25,nfg,cv,25,2,0,455.4,fitted,20286103,0.03668031238462846,199
nfg__cvr2f2__imp26,nfg,cv,26,2,2,406.9,fitted,20287105,0.03368025975259762,199
nfg__cvr2f4__imp25,nfg,cv,25,2,4,461.3,fitted,20286107,0.033829024428633635,199
nfg__cvr0f1__imp25,nfg,cv,25,0,1,505.9,fitted,20285904,0.036878767201555265,199
nfg__cvr0f2__imp25,nfg,cv,25,0,2,510.2,fitted,20285905,0.03612728751724362,199
nfg__temporal__imp1,nfg,temporal,1,-1,-1,181.7,fitted,20261903,0.036074008814020626,199
nfg__cvr1f0__imp25,nfg,cv,25,1,0,506.2,fitted,20286003,0.03442362680291347,199
nfg__cvr0f0__imp26,nfg,cv,26,0,0,440.5,fitted,20286903,0.032871767980289644,199
nfg__cvr2f3__imp26,nfg,cv,26,2,3,422.1,fitted,20287106,0.033843559526061814,199
nfg__cvr1f2__imp26,nfg,cv,26,1,2,436.2,fitted,20287005,0.03743595474590242,199
nfg__cvr0f3__imp26,nfg,cv,26,0,3,448.1,fitted,20286906,0.03786694620898766,199
nfg__temporal__imp3,nfg,temporal,3,-1,-1,190.0,fitted,20263903,0.0388463523872681,199
nfg__cvr1f3__imp26,nfg,cv,26,1,3,443.6,fitted,20287006,0.039576189272155636,199
nfg__cvr0f4__imp26,nfg,cv,26,0,4,446.5,fitted,20286907,0.033485948096959005,199
nfg__cvr2f0__imp26,nfg,cv,26,2,0,441.3,fitted,20287103,0.035972741477564046,199
nfg__cvr1f4__imp25,nfg,cv,25,1,4,519.6,fitted,20286007,0.03417350441578364,199
nfg__cvr0f2__imp26,nfg,cv,26,0,2,470.6,fitted,20286905,0.032454143394205257,199
nfg__temporal__imp5,nfg,temporal,5,-1,-1,187.9,fitted,20265903,0.04785123016985492,199
nfg__temporal__imp8,nfg,temporal,8,-1,-1,173.2,fitted,20268903,0.045244759509180714,199
nfg__temporal__imp7,nfg,temporal,7,-1,-1,177.5,fitted,20267903,0.04463104615215807,199
nfg__cvr0f1__imp26,nfg,cv,26,0,1,482.6,fitted,20286904,0.036948420156948915,199
nfg__temporal__imp2,nfg,temporal,2,-1,-1,222.7,fitted,20262903,0.04705687740421177,199
nfg__temporal__imp13,nfg,temporal,13,-1,-1,167.3,fitted,20273903,0.04307144608571493,199
nfg__temporal__imp9,nfg,temporal,9,-1,-1,177.4,fitted,20269903,0.0412914018954795,199
nfg__temporal__imp15,nfg,temporal,15,-1,-1,162.7,fitted,20275903,0.0366724498539622,199
nfg__temporal__imp10,nfg,temporal,10,-1,-1,177.8,fitted,20270903,0.040629667567191705,199
nfg__cvr1f4__imp26,nfg,cv,26,1,4,476.4,fitted,20287007,0.03515516307770441,199
nfg__temporal__imp6,nfg,temporal,6,-1,-1,192.9,fitted,20266903,0.04480294997067423,199
nfg__cvr0f1__imp27,nfg,cv,27,0,1,421.3,fitted,20287904,0.03683223109820754,199
nfg__cvr1f1__imp26,nfg,cv,26,1,1,481.4,fitted,20287004,0.036764816895941146,199
nfg__temporal__imp11,nfg,temporal,11,-1,-1,175.7,fitted,20271903,0.043971692773676026,199
nfg__cvr1f1__imp27,nfg,cv,27,1,1,405.9,fitted,20288004,0.03466126678693123,199
nfg__cvr2f4__imp26,nfg,cv,26,2,4,468.7,fitted,20287107,0.03867841616172289,199
nfg__cvr0f4__imp27,nfg,cv,27,0,4,416.4,fitted,20287907,0.034415667289787295,199
nfg__temporal__imp12,nfg,temporal,12,-1,-1,181.4,fitted,20272903,0.04171121897440731,199
nfg__temporal__imp17,nfg,temporal,17,-1,-1,166.2,fitted,20277903,0.04727142102245755,199
nfg__temporal__imp14,nfg,temporal,14,-1,-1,178.6,fitted,20274903,0.04415833943903044,199
nfg__cvr2f4__imp27,nfg,cv,27,2,4,405.6,fitted,20288107,0.03542343826785488,199
nfg__cvr2f2__imp27,nfg,cv,27,2,2,413.5,fitted,20288105,0.03993176640149853,199
nfg__temporal__imp16,nfg,temporal,16,-1,-1,176.0,fitted,20276903,0.05010515287350916,199
nfg__temporal__imp18,nfg,temporal,18,-1,-1,174.3,fitted,20278903,0.037496593076023606,199
nfg__cvr0f2__imp27,nfg,cv,27,0,2,435.0,fitted,20287905,0.03704366848450246,199
nfg__cvr1f4__imp27,nfg,cv,27,1,4,417.9,fitted,20288007,0.04413633094094353,199
nfg__cvr2f1__imp26,nfg,cv,26,2,1,492.3,fitted,20287104,0.03237536106842285,199
nfg__cvr2f3__imp27,nfg,cv,27,2,3,419.6,fitted,20288106,0.03738615995290224,199
nfg__temporal__imp21,nfg,temporal,21,-1,-1,168.9,fitted,20281903,0.04152665794924727,199
nfg__temporal__imp24,nfg,temporal,24,-1,-1,162.1,fitted,20284903,0.03825497932079807,199
nfg__temporal__imp20,nfg,temporal,20,-1,-1,169.6,fitted,20280903,0.04003075560506326,199
nfg__temporal__imp26,nfg,temporal,26,-1,-1,160.5,fitted,20286903,0.03966095147159684,199
nfg__cvr1f3__imp27,nfg,cv,27,1,3,427.7,fitted,20288006,0.04425861938047909,199
nfg__temporal__imp23,nfg,temporal,23,-1,-1,168.5,fitted,20283903,0.04329829708583354,199
nfg__temporal__imp25,nfg,temporal,25,-1,-1,165.8,fitted,20285903,0.03772267572519407,199
nfg__cvr2f4__imp28,nfg,cv,28,2,4,380.8,fitted,20289107,0.033930902338348314,199
nfg__cvr0f3__imp27,nfg,cv,27,0,3,445.9,fitted,20287906,0.03911886811372096,199
nfg__temporal__imp22,nfg,temporal,22,-1,-1,176.6,fitted,20282903,0.04642889445257756,199
nfg__cvr1f4__imp28,nfg,cv,28,1,4,396.9,fitted,20289007,0.03727906100164616,199
nfg__cvr2f1__imp27,nfg,cv,27,2,1,434.0,fitted,20288104,0.03553570040284222,199
nfg__temporal__imp27,nfg,temporal,27,-1,-1,163.1,fitted,20287903,0.041494499158315754,199
nfg__temporal__imp29,nfg,temporal,29,-1,-1,154.0,fitted,20289903,0.04749855072412867,199
nfg__temporal__imp30,nfg,temporal,30,-1,-1,151.9,fitted,20290903,0.039171404351385615,199
nfg__temporal__imp28,nfg,temporal,28,-1,-1,162.6,fitted,20288903,0.04168827963158217,199
nfg__cvr1f3__imp28,nfg,cv,28,1,3,405.1,fitted,20289006,0.038590030690015556,199
nfg__cvr0f3__imp28,nfg,cv,28,0,3,409.9,fitted,20288906,0.033740415310358686,199
nfg__cvr0f1__imp28,nfg,cv,28,0,1,415.2,fitted,20288904,0.03581499504430755,199
nfg__cvr2f0__imp27,nfg,cv,27,2,0,441.6,fitted,20288103,0.03809039654194314,199
nfg__cvr1f0__imp28,nfg,cv,28,1,0,412.4,fitted,20289003,0.034740928023666025,199
nfg__cvr1f0__imp27,nfg,cv,27,1,0,451.8,fitted,20288003,0.034275194685490416,199
nfg__cvr0f0__imp28,nfg,cv,28,0,0,420.4,fitted,20288903,0.03631760398366411,199
nfg__cvr2f3__imp28,nfg,cv,28,2,3,398.3,fitted,20289106,0.03489169987896753,199
nfg__cvr0f2__imp28,nfg,cv,28,0,2,420.6,fitted,20288905,0.037943846421929724,199
nfg__cvr2f1__imp28,nfg,cv,28,2,1,410.9,fitted,20289104,0.03460622447757317,199
nfg__cvr1f2__imp28,nfg,cv,28,1,2,421.1,fitted,20289005,0.0369445695983718,199
nfg__cvr0f1__imp29,nfg,cv,29,0,1,373.7,fitted,20289904,0.03691637217453941,199
nfg__cvr1f1__imp28,nfg,cv,28,1,1,426.9,fitted,20289004,0.03898328146118723,199
nfg__cvr2f2__imp28,nfg,cv,28,2,2,416.4,fitted,20289105,0.04430652931485664,199
nfg__cvr0f2__imp29,nfg,cv,29,0,2,380.0,fitted,20289905,0.03839354215703606,199
nfg__cvr0f0__imp27,nfg,cv,27,0,0,488.4,fitted,20287903,0.030203723354222077,199
nfg__cvr2f1__imp29,nfg,cv,29,2,1,360.5,fitted,20290104,0.03233296304809243,199
nfg__cvr1f2__imp27,nfg,cv,27,1,2,464.2,fitted,20288005,0.03797242537363852,199
nfg__cvr0f4__imp28,nfg,cv,28,0,4,438.5,fitted,20288907,0.03461742001681119,199
nfg__cvr2f0__imp28,nfg,cv,28,2,0,433.4,fitted,20289103,0.03356531860225141,199
nfg__cvr0f3__imp29,nfg,cv,29,0,3,390.7,fitted,20289906,0.035125452371324445,199
nfg__cvr1f0__imp29,nfg,cv,29,1,0,390.2,fitted,20290003,0.03662613274571655,199
nfg__cvr2f0__imp29,nfg,cv,29,2,0,379.5,fitted,20290103,0.041624129452579525,199
nfg__cvr1f2__imp29,nfg,cv,29,1,2,390.3,fitted,20290005,0.03483422555573312,199
nfg__cvr2f4__imp29,nfg,cv,29,2,4,376.9,fitted,20290107,0.039282908296586164,199
nfg__cvr1f4__imp29,nfg,cv,29,1,4,385.0,fitted,20290007,0.032728636194187644,199
nfg__cvr0f4__imp29,nfg,cv,29,0,4,404.4,fitted,20289907,0.034856035201171455,199
nfg__cvr1f3__imp29,nfg,cv,29,1,3,396.4,fitted,20290006,0.036322526874220384,199
nfg__cvr2f3__imp29,nfg,cv,29,2,3,386.9,fitted,20290106,0.03844859838593926,199
nfg__cvr2f2__imp29,nfg,cv,29,2,2,390.8,fitted,20290105,0.03452324150447351,199
nfg__cvr0f1__imp30,nfg,cv,30,0,1,361.0,fitted,20290904,0.03899829925960913,199
nfg__cvr1f3__imp30,nfg,cv,30,1,3,349.4,fitted,20291006,0.04048845336950947,199
nfg__cvr0f3__imp30,nfg,cv,30,0,3,354.2,fitted,20290906,0.03907566559789044,199
nfg__cvr2f1__imp30,nfg,cv,30,2,1,348.7,fitted,20291104,0.03563023494021869,199
nfg__cvr0f4__imp30,nfg,cv,30,0,4,358.1,fitted,20290907,0.03806024170596881,199
nfg__cvr1f4__imp30,nfg,cv,30,1,4,359.3,fitted,20291007,0.035419062352211456,199
nfg__cvr1f1__imp29,nfg,cv,29,1,1,421.1,fitted,20290004,0.038680139692435576,199
nfg__cvr2f4__imp30,nfg,cv,30,2,4,356.8,fitted,20291107,0.037231537724340305,199
nfg__cvr1f1__imp30,nfg,cv,30,1,1,368.5,fitted,20291004,0.04044558280140601,199
nfg__cvr2f3__imp30,nfg,cv,30,2,3,361.6,fitted,20291106,0.043218246877415115,199
nfg__cvr1f0__imp30,nfg,cv,30,1,0,370.3,fitted,20291003,0.03197605764580623,199
nfg__cvr0f2__imp30,nfg,cv,30,0,2,375.7,fitted,20290905,0.03399612733213576,199
nfg__cvr0f0__imp29,nfg,cv,29,0,0,439.1,fitted,20289903,0.039893328129991516,199
nfg__cvr1f2__imp30,nfg,cv,30,1,2,373.9,fitted,20291005,0.03789188722552352,199
nfg__cvr2f0__imp30,nfg,cv,30,2,0,371.8,fitted,20291103,0.03635665689407803,199
nfg__cvr2f2__imp30,nfg,cv,30,2,2,371.2,fitted,20291105,0.03645808056449433,199
nfg__cvr0f0__imp30,nfg,cv,30,0,0,393.4,fitted,20290903,0.03373382172018161,199
