model,protocol,alpha_s,sigma_s,seed,imp,seed_used,horizon,n_eval,mean_pred,obs_cif,eo,calib_intercept,calib_slope,ici,e50,e90,auc,cindex,at_risk_fraction,brier
deephit,inner_oof,0.2,0.1,3,1,21040215,10.0,14551,0.06155320357085645,0.041509174627173406,1.4828818959594898,-0.30643060424464363,1.685885038457346,0.021549701867313538,0.01787689846099938,0.04810191376111661,0.8415777657802931,0.8349470767543663,1.0,0.03718150415731933
deephit,inner_oof,0.7,0.1,3,1,21040215,10.0,14551,0.048191528306736064,0.041509174627173406,1.1609849807803247,-0.10650912085678521,1.1462802060362836,0.0066663724604956775,0.004552647493457962,0.0163234919809081,0.8372311309085435,0.830790535933499,1.0,0.03646641050880202
deephit,inner_oof,0.95,0.1,1,3,21055791,10.0,14551,0.043764177004975445,0.041509174627173406,1.0543253966877442,-0.07746638592512729,0.8935779522798108,0.004148961221389736,0.0028132942562603125,0.0050321221088781565,0.8389465891926722,0.8324902020783924,1.0,0.036485010406375216
deephit,inner_oof,0.1,0.1,2,2,21048003,10.0,14551,0.06584512813785202,0.041509174627173406,1.5862789065130536,-0.37639164376921413,1.7830546888528709,0.026560285688891582,0.023965831494249655,0.056719534943002886,0.8348886536875408,0.8286881796558155,1.0,0.03761469973052575
deephit,inner_oof,0.3,0.1,1,2,21047872,10.0,14551,0.05400493221135435,0.041509174627173406,1.3010360407407564,-0.2060388718643343,1.4683318495228759,0.014698483770254383,0.009990471064666218,0.03513602712870034,0.8380846458945573,0.8316146851619785,1.0,0.03672233817172431
deephit,inner_oof,0.1,0.1,3,2,21048134,10.0,14551,0.07029286957411313,0.041509174627173406,1.6934297105511915,-0.44232485877079764,2.1917429191751046,0.031748457579924345,0.029288980202345938,0.06715774642714611,0.830457616986159,0.8240463768870507,1.0,0.03824204397298989
deephit,inner_oof,0.2,0.1,4,2,21048265,10.0,14551,0.05805018125649318,0.041509174627173406,1.398490376594755,-0.25841863122677744,1.5222639031750909,0.017537338747902163,0.014467966958285117,0.03917987818446689,0.837683410755096,0.8311737598044587,1.0,0.03706317279590764
deephit,inner_oof,0.5,0.1,3,2,21048134,10.0,14551,0.0498937347096133,0.041509174627173406,1.201992936688051,-0.14965815678572134,1.1959184437985402,0.00881900407724019,0.0052648153795707975,0.021920934966565664,0.8377641326174728,0.8312816668140679,1.0,0.03665866613884932
deephit,inner_oof,0.2,0.1,1,1,21039953,10.0,14551,0.0578341735002615,0.041509174627173406,1.393286520864743,-0.2715964371823567,1.3833835546875703,0.01669743135270686,0.013604811025400676,0.037120337776352375,0.8352735070372844,0.8289566978525866,1.0,0.037151978424917034
deephit,inner_oof,0,0.1,4,1,21040346,10.0,14551,0.19753398657608848,0.041509174627173406,4.758803044153415,-1.4525962352524142,3.3178616702387984,0.15625157522059785,0.17530433458086647,0.21194157645099865,0.8253436495873451,0.8189577217198506,1.0,0.06454472401054422
deephit,inner_oof,0.85,0.1,3,1,21040215,10.0,14551,0.048589893274540004,0.041509174627173406,1.1705820149632968,-0.14398509443065083,1.0343735336518067,0.006640772670867723,0.003040814380851131,0.019101543174200875,0.8388289489491201,0.8324191356956504,1.0,0.03649967527715522
deephit,inner_oof,0,0.1,2,3,21055922,10.0,14551,0.20717591290645856,0.041509174627173406,4.991087266062711,-1.4888843204798674,3.7887924800368467,0.1655631664097877,0.18329706233046295,0.22611627669832157,0.8363664573121424,0.8300371625465404,1.0,0.06737714827517181
deephit,inner_oof,0.05,0.1,0,3,21055660,10.0,14551,0.08300273446942344,0.041509174627173406,1.9996238232857284,-0.5734445561024639,2.4210168857000327,0.04293001982944564,0.04458778374463043,0.08461979314161339,0.841802718617358,0.8353485466140268,1.0,0.03923836127322596
deephit,inner_oof,0.85,0.1,2,1,21040084,10.0,14551,0.04983450971366244,0.041509174627173406,1.2005661437806323,-0.15149638192551487,1.0624038943598304,0.007855607934375952,0.004368656530814641,0.02027849195601994,0.8413262222120924,0.8346002286443196,1.0,0.036492876590958095
deephit,inner_oof,0.1,0.1,3,1,21040215,10.0,14551,0.07088396129334779,0.041509174627173406,1.707669736389906,-0.4426743806559477,1.778871973055622,0.029962874112092704,0.028531022986941615,0.0620673323985958,0.8407127360580285,0.8340927112388666,1.0,0.03806598802474047
deephit,inner_oof,0.1,0.1,1,3,21055791,10.0,14551,0.06866188044536925,0.041509174627173406,1.6541374542393503,-0.40062710340818225,1.7851982708419112,0.02764066886122807,0.025316667749658572,0.05776874060971826,0.8438814252821822,0.8373585688915655,1.0,0.03772853860929145
deephit,inner_oof,0.2,0.1,2,3,21055922,10.0,14551,0.05595126125456971,0.041509174627173406,1.3479251697272243,-0.21589558957632968,1.6040802049253426,0.016434138343133363,0.012760351000846049,0.03801407076564012,0.8429116945560701,0.8364765438517933,1.0,0.03679535420007016
deephit,inner_oof,0.3,0.1,2,1,21040084,10.0,14551,0.05586047865915506,0.041509174627173406,1.3457381208102068,-0.2379676894970328,1.3625394693771096,0.014832264225044587,0.010366556318157527,0.03485688084360383,0.8409115729984421,0.8343326401794569,1.0,0.03685037805196636
deephit,inner_oof,0.3,0.1,1,1,21039953,10.0,14551,0.051365784441078095,0.041509174627173406,1.2374561745068329,-0.15562604732528726,1.2979507714440834,0.010278344144340612,0.00710949044395881,0.024577407675072216,0.8412513170721516,0.8348849590412418,1.0,0.036660245426939506
deephit,inner_oof,0.05,0.1,1,3,21055791,10.0,14551,0.08411038991778896,0.041509174627173406,2.026308416711501,-0.6010762699811433,2.3774316440573307,0.04433048517703895,0.04607982402702382,0.08842919876262245,0.8423423680090713,0.8358792492089434,1.0,0.03949792538626166
deephit,inner_oof,0.3,0.1,0,2,21047741,10.0,14551,0.05439652148955718,0.041509174627173406,1.310469841381699,-0.22546352857114854,1.2754475591409866,0.0132773954397676,0.008558640726729183,0.032051493235947026,0.8393420076096975,0.8329228760652259,1.0,0.03681579879436869
deephit,inner_oof,0.05,0.1,1,1,21039953,10.0,14551,0.08354918883973961,0.041509174627173406,2.0127884880911435,-0.6013671304070156,1.9251750728211512,0.0423959595447415,0.04541170815775408,0.08276642042725746,0.8351012608280068,0.8286089200106315,1.0,0.03950993965007577
deephit,inner_oof,0.1,0.1,4,3,21056184,10.0,14551,0.06989371984688768,0.041509174627173406,1.6838137706822223,-0.42291297761543245,2.213098623277358,0.03166212506628222,0.028581233610370682,0.06890230436357703,0.8416703585047842,0.8352093192607563,1.0,0.037875988424013615
deephit,inner_oof,0.1,0.1,0,2,21047741,10.0,14551,0.06489192355551132,0.041509174627173406,1.5633151981063658,-0.35268405493119465,2.1810868612342826,0.026949871692917824,0.023096525778257493,0.05949229607359485,0.8383600498956076,0.8319821616987411,1.0,0.037588787875645915
deephit,inner_oof,0.05,0.1,2,3,21055922,10.0,14551,0.08145698034526175,0.041509174627173406,1.9623849685495087,-0.5655268921300423,2.494090678238578,0.042502399064125965,0.04205539230922162,0.08640207476412176,0.8389949036014771,0.8326927093096729,1.0,0.039131708768585245
deephit,inner_oof,0.2,0.1,1,2,21047872,10.0,14551,0.060788075427959165,0.041509174627173406,1.4644491482652873,-0.3226044161909415,1.686990631675311,0.021865231566110966,0.016482171107191634,0.05059747214103705,0.838239441936527,0.831712132687619,1.0,0.03722455363064673
deephit,inner_oof,0.05,0.1,3,2,21048134,10.0,14551,0.084203441032678,0.041509174627173406,2.028550116666386,-0.5892389111102869,2.3780691262489766,0.04488902302085443,0.04806175467670881,0.08534264855652252,0.8316090906112402,0.8252105174527531,1.0,0.03947957875709236
deephit,inner_oof,0.95,0.1,4,1,21040346,10.0,14551,0.04643990840582119,0.041509174627173406,1.1187866013461985,-0.10228282889116799,0.9425300353896635,0.004760300449234407,0.003649347721429441,0.008712057761531139,0.8391626388831513,0.8327795811348563,1.0,0.03653506011340739
deephit,inner_oof,0.95,0.1,3,3,21056053,10.0,14551,0.04465142505721041,0.041509174627173406,1.075700142396471,-0.09627000881144401,0.934949684691318,0.003031766396508991,0.0009643178649200168,0.009106173942399098,0.8396089832986466,0.8332107443073387,1.0,0.03635042862748303
deephit,inner_oof,0.95,0.1,3,2,21048134,10.0,14551,0.04586719421022634,0.041509174627173406,1.1049893095248398,-0.07991643513999352,0.9883599228872181,0.0041315867375109235,0.0029732645533915303,0.007995897633162885,0.8351191858297994,0.828773540666648,1.0,0.03661054092000003
deephit,inner_oof,1,0.1,2,3,21055922,10.0,14551,0.043041105733368556,0.041509174627173406,1.0369058435864993,0.02061948789782947,1.0410773509356892,0.00265220105160535,0.002811152827114109,0.0032981982920413655,0.8398313245460464,0.8334797273700638,1.0,0.03630532119373878
deephit,inner_oof,0.95,0.1,4,2,21048265,10.0,14551,0.042844645090578254,0.041509174627173406,1.0321728985314635,-0.0006716615072150448,1.000145819051079,0.0014724266161292524,0.001421057005954296,0.0023382405166133546,0.8376260744910843,0.831150748939728,1.0,0.03649509663003395
deephit,inner_oof,1,0.1,0,1,21039822,10.0,14551,0.04527333639794514,0.041509174627173406,1.0906826455736747,-0.03265180941287242,1.014567019765638,0.004593915743004103,0.004758555703154865,0.007665948773570408,0.8373118527709204,0.8307643872235776,1.0,0.03652925839930883
deephit,inner_oof,1,0.1,1,2,21047872,10.0,14551,0.04582466949827195,0.041509174627173406,1.103964844154561,-0.08684044376246926,1.0162548569319165,0.00399624910249803,0.001929738323424579,0.011139064471874405,0.8369266432953133,0.8305533961886338,1.0,0.03641915494216979
deephit,inner_oof,1,0.1,2,1,21040084,10.0,14551,0.04806685442780734,0.041509174627173406,1.1579814549321594,-0.11918438054714596,1.0154013765678906,0.00605072852618892,0.0037409402023852456,0.01451113882137528,0.8405235145159277,0.8338190795165998,1.0,0.036529317665054795
deephit,inner_oof,0.95,0.1,2,3,21055922,10.0,14551,0.043022837643995504,0.041509174627173406,1.0364657459565867,0.013787287125439179,1.036272205165021,0.0022419083063516683,0.002449290808565263,0.0029742842833173633,0.8408270524601887,0.8343720375690719,1.0,0.036363024470861094
deephit,inner_oof,1,0.1,4,3,21056184,10.0,14551,0.045329772761525555,0.041509174627173406,1.092042257372447,-0.06839340888518203,1.0338547916854324,0.00346962610285462,0.0020184957455481323,0.00917691903220641,0.8397807546734397,0.8333858244473238,1.0,0.03636553711727748
deephit,inner_oof,0.95,0.1,3,1,21040215,10.0,14551,0.04556555633380901,0.041509174627173406,1.0977225334656533,-0.08992825492658568,1.0019591173771367,0.003603701222383673,0.001228656566500421,0.01129339091298931,0.8350319349932597,0.828666505280703,1.0,0.03652136406761478
deephit,inner_oof,1,0.1,4,2,21048265,10.0,14551,0.043096719803002254,0.041509174627173406,1.0382456454527906,-0.04004693981995579,0.930020818655629,0.002544638766548358,0.0017537872714141756,0.003445145483384801,0.8416862061057067,0.8351391245016783,1.0,0.03650144313311286
deephit,inner_oof,1,0.1,1,1,21039953,10.0,14551,0.042096600003182154,0.041509174627173406,1.0141516997455353,-0.034076718660667644,0.8961242036845535,0.003603308877686313,0.0023200567697798657,0.006570126111144492,0.8367847864930482,0.8301365857524861,1.0,0.036704985811777016
deephit,inner_oof,1,0.1,0,3,21055660,10.0,14551,0.04525157534375322,0.041509174627173406,1.0901583987201207,-0.0636263956317207,0.9572920171430711,0.004272120472242769,0.003926132773542923,0.0053234109208712965,0.8370492693009535,0.8306701356513719,1.0,0.036651426592710104
deephit,inner_oof,0.05,0.1,1,2,21047872,10.0,14551,0.08158382524813053,0.041509174627173406,1.9654407966648126,-0.5695207514088747,2.5224212332381173,0.042591297370712884,0.04364295467136081,0.08574988841536191,0.8413404672466295,0.8347513100794212,1.0,0.03921238964455066
deephit,inner_oof,1,0.1,3,2,21048134,10.0,14551,0.04504463844502554,0.041509174627173406,1.0851730695588848,-0.07072804477039056,0.9604307852382141,0.0032361119457058286,0.002474645029877454,0.006104922776662414,0.8340410741325842,0.8276354907026228,1.0,0.036638386103873787
deephit,inner_oof,1,0.1,3,1,21040215,10.0,14551,0.042879634822178526,0.041509174627173406,1.0330158382409262,-0.0005266441982103802,1.034448671977794,0.001205406497651369,0.0012098412640459064,0.0016913883612938857,0.8356296329007117,0.8291074306382226,1.0,0.036502511944499945
deephit,inner_oof,1,0.1,1,3,21055791,10.0,14551,0.040803259394898525,0.041509174627173406,0.982993754064848,0.08777665515623563,1.1127994671901733,0.00372826973290982,0.001993429140001557,0.00854186503581622,0.8406352193284226,0.834153085704663,1.0,0.03628328143226082
deephit,inner_oof,1,0.1,4,1,21040346,10.0,14551,0.04428603359936925,0.041509174627173406,1.0668974750073208,-0.02422204453973014,1.015215338761671,0.0024984888492222655,0.0026771548026242042,0.0034452798991568834,0.84049466832099,0.8340983477385607,1.0,0.036420177593708455
deephit,inner_oof,1,0.1,2,2,21048003,10.0,14551,0.04268941732878328,0.041509174627173406,1.028433297270075,0.013383860072238551,0.9844196804059515,0.003878242693967115,0.004261552800000401,0.005571696973275406,0.8412135677306283,0.8346886693920983,1.0,0.03643129736695236
deephit,inner_oof,0,0.25,4,2,21048265,10.0,14551,0.20503197664080336,0.041509174627173406,4.93943756970253,-1.7124648410256484,2.234851820992382,0.16563963243198562,0.1377723395340671,0.3627195251104314,0.8329867041595975,0.826365302591128,1.0,0.0859069845546692
deephit,inner_oof,0,0.05,0,1,21039822,10.0,14551,0.20049154658098026,0.041509174627173406,4.830053798509673,-1.4958740002755995,5.622826021761585,0.16039203022712853,0.16722223801426067,0.1880649466953449,0.817084022436879,0.8109410502321366,1.0,0.06328433548174395
deephit,inner_oof,0.2,0.25,2,2,21048003,10.0,14551,0.05997548796793406,0.041509174627173406,1.4448730553334572,-0.4430463348125943,0.9575186385347491,0.019063944392780755,0.002460564009499299,0.06679634589118333,0.8402179585251071,0.8335893195187568,1.0,0.03763755256055114
deephit,inner_oof,0.2,0.25,1,1,21039953,10.0,14551,0.06045093065571868,0.041509174627173406,1.4563269734625202,-0.46547754842270245,0.9232774455767363,0.01936761838570176,0.0014703413312342102,0.06981728820841504,0.8361673829544867,0.8296145412859657,1.0,0.03783945496808291
deephit,inner_oof,0,0.5,4,3,21056184,10.0,14551,0.15937720937572109,0.041509174627173406,3.839565850374365,-1.566624564532654,1.2925221977274943,0.12103167931731582,0.03508665580171577,0.3312820100442442,0.8114710039947826,0.8046691368868694,1.0,0.07104662339378903
deephit,inner_oof,0,0.5,0,3,21055660,10.0,14551,0.17788963400776628,0.041509174627173406,4.2855497755745136,-1.668756382934963,1.488512688223711,0.13906413316137778,0.05341096385157567,0.3622070567610267,0.8189218693094055,0.8121329084303557,1.0,0.07965116825161929
deephit,inner_oof,0.2,0.5,1,2,21047872,10.0,14551,0.04893443573539384,0.041509174627173406,1.17888240792337,-0.20510165852200588,0.9712281867595638,0.00796020307350237,0.0010420596391800263,0.02716585242248426,0.8367054891341251,0.8300293760418082,1.0,0.03668397920934319
deephit,inner_oof,0,0.5,2,3,21055922,10.0,14551,0.1699219502309794,0.041509174627173406,4.093599830812881,-1.6374280132613626,1.5504676638226034,0.1320596939242829,0.0385441197855837,0.3490779930549417,0.8157300319041291,0.8092358056957933,1.0,0.07659648923993317
deephit,inner_oof,0.95,0.1,4,3,21056184,10.0,14551,0.04437053181163757,0.041509174627173406,1.068933126475394,-0.06423930979435728,0.971967973036943,0.0026322127273490713,0.0015324203411473114,0.006130512726612136,0.8402539272373133,0.833821055196905,1.0,0.03637639229659058
deephit,inner_oof,0,0.5,4,2,21048265,10.0,14551,0.16710449792773796,0.041509174627173406,4.025724419447871,-1.6496459515869073,1.1477100273544873,0.12854128005527685,0.02602010181129133,0.35115733010719774,0.8084002493830713,0.8015111281355354,1.0,0.07637263547295044
deephit,inner_oof,0,0.25,0,1,21039822,10.0,14551,0.20412401337429967,0.041509174627173406,4.917563772532175,-1.6952366447330625,2.1046707069284256,0.16447334009392625,0.14629871628600855,0.35824984978359,0.8301260638073084,0.8235896460870896,1.0,0.08422772535935792
deephit,inner_oof,0,0.5,2,1,21040084,10.0,14551,0.1685349098235642,0.041509174627173406,4.060184557686559,-1.641214870264565,1.0637703373440761,0.12929722228045304,0.038142419237114686,0.3436191727450466,0.8058849324096853,0.7990588440108588,1.0,0.07554501207079833
deephit,inner_oof,1,0.1,0,2,21047741,10.0,14551,0.042553899555697654,0.041509174627173406,1.0251685305214508,-0.0019793840073309924,0.9732188584915246,0.001773337482494329,0.0018163138968323445,0.002639290630431862,0.8349475331636275,0.8285537752868194,1.0,0.03666658210491813
deephit,inner_oof,0,0.25,1,1,21039953,10.0,14551,0.1996305937584689,0.041509174627173406,4.809312532747483,-1.6704528542342203,2.2545718872988543,0.16006564492476533,0.14669981364301632,0.33848021190798383,0.8264906122848228,0.8195834312941485,1.0,0.08153658557965675
deephit,inner_oof,0,0.25,3,2,21048134,10.0,14551,0.2005626902005226,0.041509174627173406,4.831767723688416,-1.6525493813217116,2.27616816315567,0.16078424171151592,0.1540091572615152,0.33187180287562645,0.8285404727547095,0.8220061383224917,1.0,0.08039714191362585
deephit,inner_oof,0,0.25,0,3,21055660,10.0,14551,0.208122861937989,0.041509174627173406,5.013900271621981,-1.694044087483033,2.5133734831093753,0.1690277568574117,0.15858915512770622,0.3536927715079584,0.8370624459579002,0.8304804703420751,1.0,0.08507043481436874
deephit,inner_oof,0,0.05,3,3,21056053,10.0,14551,0.1947141370952697,0.041509174627173406,4.69086988224051,-1.4459158591837904,5.068074417141416,0.15402169298007556,0.16152346868830825,0.17886113300101603,0.8224414018633455,0.8160520770733806,1.0,0.061299411790964764
deephit,inner_oof,1,0.1,3,3,21056053,10.0,14551,0.04641145088665436,0.041509174627173406,1.118101029555807,-0.10920418414816138,0.9268734852861774,0.005082928835549865,0.003848271099955669,0.008424679654371658,0.8398757215703536,0.8333978528538877,1.0,0.03655007946563434
deephit,inner_oof,0,0.25,1,3,21055791,10.0,14551,0.20929846652514342,0.041509174627173406,5.042221831800266,-1.6995850400312031,2.6971635187193765,0.17028379603889984,0.16971412590697432,0.347248721864739,0.8358670501429964,0.8293539258104153,1.0,0.08540287713964562
deephit,inner_oof,0,0.05,1,3,21055791,10.0,14551,0.1916187600533203,0.041509174627173406,4.616298969430236,-1.4373959434883317,6.314332355733208,0.1511619458686002,0.15886267638068297,0.177649477731144,0.8232841737191459,0.8171303917622964,1.0,0.0603714718314748
deephit,inner_oof,0.2,0.25,3,1,21040215,10.0,14551,0.06067647268935564,0.041509174627173406,1.4617605200377708,-0.4824805041929807,0.9371460415498064,0.020674488575411824,0.00233158396759936,0.07294853603540896,0.8359495526346904,0.8294155205493414,1.0,0.037909555668672684
deephit,inner_oof,0,0.5,3,2,21048134,10.0,14551,0.16804782530701237,0.041509174627173406,4.048450175566781,-1.625403571409924,1.511596165850131,0.1300542290910661,0.034076322431798145,0.3484336568325417,0.8182384637774888,0.8116675776102427,1.0,0.07589470635822575
deephit,inner_oof,0,0.5,1,2,21047872,10.0,14551,0.15896162411363007,0.041509174627173406,3.829553961055348,-1.5732043553742823,1.1737169693274028,0.12030295404831653,0.03458537531327832,0.33395035959613084,0.8126983324287737,0.8059690183111862,1.0,0.07111237479496926
deephit,inner_oof,0,0.5,3,3,21056053,10.0,14551,0.17284578489671645,0.041509174627173406,4.164038106013444,-1.6096920316108023,1.8317686539560523,0.13484693334168568,0.06037269737997486,0.34249082487984095,0.8247245841280876,0.818248510598537,1.0,0.07570108039640251
deephit,inner_oof,0,0.05,4,3,21056184,10.0,14551,0.193246847467452,0.041509174627173406,4.655521320362405,-1.4235919626014066,5.75786622708425,0.15313897178550154,0.1611689167749364,0.18502456156080693,0.8357828857306064,0.8294411462850644,1.0,0.060761218034857435
deephit,inner_oof,0,0.05,2,2,21048003,10.0,14551,0.19495736954716678,0.041509174627173406,4.696729609736462,-1.4538161068955002,5.613255880768122,0.1568161577454512,0.15965056477597295,0.1929073830287451,0.8231495581427704,0.8166276973411178,1.0,0.061409057016322786
deephit,inner_oof,0,0.5,0,2,21047741,10.0,14551,0.1622303946964735,0.041509174627173406,3.9083021079940146,-1.6115262197311804,1.0228349804884562,0.12319185936125938,0.028623492615525548,0.33774194170213956,0.8073343053195232,0.8008915780351301,1.0,0.07325710922529567
deephit,inner_oof,0,0.05,1,2,21047872,10.0,14551,0.20206368541931438,0.041509174627173406,4.86792828896762,-1.4942315352739395,5.893755184039258,0.16084960571531792,0.1708782243699991,0.19127828194680552,0.8186564368325311,0.8121632409338646,1.0,0.0638902387385662
deephit,inner_oof,0,0.5,3,1,21040215,10.0,14551,0.1554357982819865,0.041509174627173406,3.7446130807966633,-1.565159548547277,0.8919645560703119,0.11634880352460031,0.028768825536786724,0.31557616329552607,0.794727983942997,0.7878801543029562,1.0,0.06923223658734202
deephit,inner_oof,0.2,0.25,3,3,21056053,10.0,14551,0.062439575638888044,0.041509174627173406,1.5042355382805621,-0.4833880675494094,0.9852736739495527,0.02178010577280655,0.0031864083237123086,0.07390976624586643,0.8429084894232993,0.8362959434286026,1.0,0.037822546126561496
deephit,inner_oof,0,0.5,0,1,21039822,10.0,14551,0.15960126471707262,0.041509174627173406,3.844963580957157,-1.5537777705623768,1.350424612848696,0.12116928978592792,0.04458884110954375,0.31880414970113125,0.812315140999726,0.8054473224941313,1.0,0.07004791736342554
deephit,inner_oof,1,0.05,2,2,21048003,10.0,14551,0.04268941732878328,0.041509174627173406,1.028433297270075,0.013383860072238551,0.9844196804059515,0.003878242693967115,0.004261552800000401,0.005571696973275406,0.8412135677306283,0.8346886693920983,1.0,0.03643129736695236
deephit,inner_oof,0,0.25,4,3,21056184,10.0,14551,0.20307814943450933,0.041509174627173406,4.892367802022424,-1.6708229029282624,2.574046847644768,0.16421079104125608,0.15194536643822482,0.3436253079134274,0.8345059370929778,0.827862054747031,1.0,0.08261705825368784
deephit,inner_oof,0,0.25,3,1,21040215,10.0,14551,0.20583847660135912,0.041509174627173406,4.958867008321813,-1.6887679317223014,2.530403793840337,0.16684000904667656,0.1527229849564603,0.34808545785849787,0.8342854951835164,0.827565121618812,1.0,0.08414136488431864
deephit,inner_oof,0,0.05,3,1,21040215,10.0,14551,0.1954911650679078,0.041509174627173406,4.7095893094422605,-1.4455656663671645,5.881862378247272,0.15417174054533156,0.16315114198944825,0.18676383134970198,0.8240697873738662,0.8179389679813115,1.0,0.06164317006796533
deephit,inner_oof,0,0.05,4,1,21040346,10.0,14551,0.20271278003982177,0.041509174627173406,4.883565666158022,-1.5015461429414414,5.9186570779322905,0.16165273992208604,0.17133838124840384,0.1900942181409636,0.8180124425628337,0.8115798922696394,1.0,0.06407423604851532
deephit,inner_oof,0.2,0.25,1,2,21047872,10.0,14551,0.06375035616503115,0.041509174627173406,1.5358136300618674,-0.49776581621592486,1.065219704159784,0.0239706618642671,0.0042534535301317344,0.0798830178854042,0.8411646597787177,0.8345987759382129,1.0,0.03788417288635894
deephit,inner_oof,0.2,0.5,2,1,21040084,10.0,14551,0.04926944633054532,0.041509174627173406,1.1869531681386833,-0.23688044838817476,0.851946373172204,0.007465128016842761,0.0013096155372185336,0.026146742260406475,0.8388585073957845,0.8322363852674217,1.0,0.03697191382077587
deephit,inner_oof,0.2,0.25,0,2,21047741,10.0,14551,0.06098866219200552,0.041509174627173406,1.4692814959534304,-0.48504201602837216,0.9346020684747016,0.020744320547197416,0.0020382023124518867,0.07256044057364142,0.8359184509759511,0.8294998937200212,1.0,0.03795722190182898
deephit,inner_oof,0.2,0.25,0,1,21039822,10.0,14551,0.0612506133389873,0.041509174627173406,1.4755921766483506,-0.4623447171601379,1.0206851186523345,0.02139047680018716,0.0042838227881855095,0.07171053897521815,0.8375860696857593,0.831177885489802,1.0,0.03770873192434488
deephit,inner_oof,0,0.05,2,3,21055922,10.0,14551,0.1982552897463682,0.041509174627173406,4.776180001820203,-1.4701911910137035,5.351030434219948,0.1576033694310332,0.16595824452170582,0.18445713738945457,0.8188896399187653,0.8125319958520011,1.0,0.06255239524676491
deephit,inner_oof,1,0.05,0,1,21039822,10.0,14551,0.04527333639794514,0.041509174627173406,1.0906826455736747,-0.03265180941287242,1.014567019765638,0.004593915743004103,0.004758555703154865,0.007665948773570408,0.8373118527709204,0.8307643872235776,1.0,0.03652925839930883
deephit,inner_oof,1,0.25,0,2,21047741,10.0,14551,0.042553899555697654,0.041509174627173406,1.0251685305214508,-0.0019793840073309924,0.9732188584915246,0.001773337482494329,0.0018163138968323445,0.002639290630431862,0.8349475331636275,0.8285537752868194,1.0,0.03666658210491813
deephit,inner_oof,0.2,0.5,0,3,21055660,10.0,14551,0.05130533054551071,0.041509174627173406,1.2359997761055066,-0.30530311087336726,0.8553590027166218,0.00963984981625806,0.0002556307918304343,0.037197859916939746,0.836220208290895,0.8296177953476448,1.0,0.03708532600641418
deephit,inner_oof,0,0.25,2,1,21040084,10.0,14551,0.2102519029603978,0.041509174627173406,5.065191125789316,-1.7039065492496839,2.847591874544684,0.17163753210775265,0.16997745836614286,0.34989670160494313,0.8363436652568831,0.8296250588781785,1.0,0.08596856302945542
deephit,inner_oof,0.2,0.25,4,1,21040346,10.0,14551,0.06292779461912555,0.041509174627173406,1.5159972508326085,-0.4857768306457427,0.9891354902034979,0.02207284863918219,0.003543427232089877,0.07493254292019846,0.8377193794673022,0.8313046195705545,1.0,0.03794700174010826
deephit,inner_oof,0,0.5,1,3,21055791,10.0,14551,0.16298181330691397,0.041509174627173406,3.926404578524676,-1.6078489676685,1.118743170488893,0.1240851549055644,0.03140256295292787,0.34175928257247956,0.8124192484604679,0.8055757417139677,1.0,0.07356157327052137
deephit,inner_oof,0,0.5,1,1,21039953,10.0,14551,0.15772853935488082,0.041509174627173406,3.799847642637202,-1.5650349868075655,1.153143280977216,0.11919114364818306,0.029643342834255848,0.31390805024413115,0.8033258713094084,0.7968001765560894,1.0,0.07013498526167042
deephit,inner_oof,0,0.05,4,2,21048265,10.0,14551,0.20182991230807043,0.041509174627173406,4.862296447011145,-1.5067082803973229,5.312199963437405,0.16154721579612097,0.16838636056422485,0.1861680158070771,0.8120298841831208,0.806281640665358,1.0,0.06373718327514916
deephit,temporal_test,0,0.1,2,1,21040084,10.0,9329,0.1973084101658526,0.03296079030764276,5.986155317401532,-1.6650305583119285,4.944470878316069,0.16492666965466415,0.1758646451315875,0.22317911435587126,0.8253529393296589,0.824846986828298,0.7793975774466717,0.060319679383217015
deephit,inner_oof,0.2,0.05,2,1,21040084,10.0,14551,0.060624280349580645,0.041509174627173406,1.4605031512694497,-0.2605029652997573,1.506967839750085,0.02440953513771969,0.019826974626895533,0.05504429471637495,0.8052884215884448,0.7993816934160222,1.0,0.03818188655755949
deephit,inner_oof,1,0.25,0,3,21055660,10.0,14551,0.04525157534375322,0.041509174627173406,1.0901583987201207,-0.0636263956317207,0.9572920171430711,0.004272120472242769,0.003926132773542923,0.0053234109208712965,0.8370492693009535,0.8306701356513719,1.0,0.036651426592710104
deephit,inner_oof,0.2,0.05,0,1,21039822,10.0,14551,0.05301677858466115,0.041509174627173406,1.2772303728235168,-0.04782399926501082,2.4712882810541084,0.020929097432022897,0.02004788171718086,0.03304844138817542,0.834357670025171,0.8281960028268499,1.0,0.03741539414060543
deephit,inner_oof,0.2,0.5,1,1,21039953,10.0,14551,0.05104849553576895,0.041509174627173406,1.229812348577771,-0.2959495874892216,0.8483057198332322,0.00940187289866234,0.00028935715446753996,0.0362258707184695,0.8383135161161198,0.8316318852022824,1.0,0.03704278579335265
deephit,inner_oof,0.2,0.05,3,1,21040215,10.0,14551,0.05953436859219979,0.041509174627173406,1.4342460221607598,-0.16329079530720322,2.378517734127654,0.024332771250274367,0.025354565090868628,0.03731069706139856,0.8279826609439614,0.8215493494142864,1.0,0.037660738687572415
