panel,layer,model,family,x,y,lo,hi,flag_sparse,n,n_events,at_risk_fraction,split,horizon_y
B,smooth,rsf_naive,naive,0.0009598626219322,0.0008061077888451,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0010701423165512,0.0008976624752959,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0011865994056782,0.0010148777857945,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0013100367488597,0.0011231461763382,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0014387374927542,0.0012471381110537,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0015758991038036,0.0013827774877177,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0017201046222823,0.0015170462424217,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0018694318203717,0.0016518144561205,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0020273402794036,0.0018121665675251,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0021930869757037,0.0019568544191599,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0023695817463335,0.0021132926330931,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0025546019729873,0.002348666621438,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0027459123392621,0.0025081031446823,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0029494157556671,0.0027302374677317,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0031646721666557,0.002919726631615,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0033901703260766,0.0031393697141999,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0036247571483567,0.0033638166664434,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0038753252465622,0.0036334358278016,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0041378626138386,0.0038498496413028,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0044170819529696,0.0041983751053,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0047109309531549,0.0044994992690694,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0050189098562563,0.0048113714783318,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0053434270318374,0.0051392178513253,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0056899292724262,0.0055228009722193,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.006053565343686,0.0058920098302896,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0064407154999166,0.0063117360100654,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0068501457968778,0.0067234787989242,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0072843867045973,0.0072004680176554,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0077445514880775,0.0076988969916047,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.008233365586151,0.0081697978920937,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0087489477840483,0.0087595375150626,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0092979989828955,0.0093165254364254,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0098884035857147,0.0099501701663569,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0105092470363294,0.010612585419016,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0111694805965633,0.0112948873674819,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0118729160932579,0.012029505493906,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0126089906796785,0.0127946778433299,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0133913877222512,0.0135973749618343,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0142109682605306,0.014459707024256,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0150877443456871,0.0153414367003087,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0160075104686935,0.0162745091814068,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0169787403432399,0.0172467911691582,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0180006132348553,0.0182780074972427,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0190705919223332,0.0193321126614143,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0201935562148221,0.0204314134345051,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0213785704402671,0.0215914802279148,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0226132916409251,0.0227840656008588,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0239115722298943,0.0240275141643177,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0252798254472142,0.0253256670867371,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0267226839099176,0.0266820759205782,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0282421035580327,0.0280921968372009,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0298499963538781,0.0295852031740007,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.031530523854776,0.0311152259898674,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0332935535391544,0.0327107465259913,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0351725552228737,0.0343953847596335,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0371454772199175,0.0361460829624059,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.039218453745328,0.0379678503172154,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0413930052806931,0.0398599101441905,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0436830975292103,0.0418330108815723,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0460986793366149,0.0438932538898038,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0486395181919569,0.0460396572515543,,,False,,,,cv,10
